NIC,gender,age,hypertension,heart_disease,bmi,HbA1c_level,blood_glucose_level,diabetes
892539856V,1,20.0,0,0,27.32,6.2,158,0
200588080087,1,43.0,1,0,37.08,5.7,126,1
198592637974,0,54.0,0,0,25.98,4.8,80,0
861784664V,0,80.0,0,0,20.67,6.6,280,1
199326635344,0,31.0,0,0,27.1,6.5,155,0
777158998V,0,30.0,0,0,25.15,6.5,85,0
200396521194,1,56.0,0,0,29.16,3.5,140,0
199002569812,1,39.0,0,0,26.09,6.2,145,0
198548181013,0,13.0,0,0,21.64,6.1,126,0
198727235867,1,52.0,0,0,30.55,6.2,100,0
198008117714,0,29.0,0,0,22.86,3.5,90,0
199726950619,1,53.0,0,0,32.89,4.0,100,0
831939987V,1,62.0,0,0,27.7,3.5,200,0
947317282V,0,28.0,0,0,27.32,6.6,160,0
200112473767,0,8.0,0,0,27.32,6.2,100,0
199338773163,1,63.0,0,0,27.32,6.0,90,0
198031652209,1,54.0,0,0,24.13,6.5,160,0
198763415578,1,7.0,0,0,14.2,6.2,158,0
200541270080,0,79.0,0,0,17.97,5.0,200,0
777690888V,1,13.0,0,0,19.33,5.0,80,0
199385566931,0,65.0,1,0,32.9,5.0,90,0
732093079V,0,70.0,0,0,34.85,4.0,160,0
935123888V,1,69.0,0,0,27.32,5.8,85,0
200571995362,0,46.0,0,0,24.59,5.8,140,0
200480622760,0,38.0,0,0,27.22,6.5,80,0
792707569V,0,77.0,1,0,27.72,4.8,100,0
794014217V,1,36.0,0,0,23.03,6.1,158,0
747580113V,0,29.0,0,0,45.94,5.0,80,0
199014745359,1,38.0,0,0,32.77,3.5,155,0
200559865556,1,65.0,0,0,27.32,6.5,140,0
806776243V,0,19.0,0,0,22.38,4.0,100,0
709422835V,0,66.0,0,0,21.37,6.0,140,0
925341235V,1,17.0,0,0,24.87,3.5,140,0
916536663V,1,3.0,0,0,19.58,4.5,159,0
722690710V,0,38.0,0,0,45.93,6.6,160,0
199317002604,0,18.0,0,0,17.85,4.0,155,0
200336432306,1,53.0,0,0,20.8,5.7,85,0
886714943V,1,35.0,0,0,27.32,4.8,130,0
885453186V,1,50.0,0,0,19.59,6.5,80,0
773147225V,1,62.0,0,0,25.33,3.5,140,0
200395796759,1,75.0,0,0,27.32,6.0,158,0
734827548V,0,41.0,0,0,43.63,4.8,130,0
760683970V,1,39.0,0,0,28.84,5.7,80,0
928950020V,0,53.0,0,0,27.32,9.0,160,1
198707521899,0,80.0,0,0,27.32,6.6,160,1
199211608564,0,42.0,1,0,30.68,4.8,145,0
779907529V,0,34.0,0,0,38.5,3.5,159,0
728690403V,1,53.0,0,0,32.7,5.7,158,0
992572413V,1,19.0,0,0,27.32,5.7,158,0
200085319640,0,42.0,1,0,29.6,6.0,159,0
199746392505,0,42.0,0,0,23.03,6.5,85,0
799462436V,1,32.0,0,0,27.32,5.0,159,0
912136032V,1,9.0,0,0,24.63,4.0,126,0
954021070V,0,59.0,0,0,36.44,5.7,140,0
859798990V,0,47.0,0,0,27.32,6.0,100,0
199641314812,0,50.0,0,0,25.26,4.5,90,0
198765139151,1,12.0,0,0,27.32,6.5,200,0
200464432394,0,54.0,0,0,27.32,5.0,85,0
198713162411,0,46.0,0,0,31.57,6.1,159,0
940234922V,1,31.0,0,0,22.04,4.8,200,0
199749606432,0,57.0,0,0,27.32,4.0,160,0
199748829531,1,40.0,0,0,27.32,6.1,200,0
198838256229,1,3.0,0,0,15.24,5.8,100,0
198689448805,1,66.0,0,0,26.43,6.2,80,0
738111408V,0,44.0,0,0,22.31,6.6,160,0
902668563V,0,55.0,0,0,28.49,6.6,90,0
846269413V,1,69.0,0,0,27.32,6.1,145,0
198953321615,0,24.0,0,0,27.73,3.5,155,0
199170602728,0,35.0,0,0,21.14,4.0,80,0
199864134043,0,50.0,1,0,27.95,5.0,140,0
993703662V,0,42.0,0,0,27.32,4.0,100,0
200161365793,0,57.0,0,0,27.39,6.5,158,0
849942454V,1,43.0,0,0,24.5,4.0,140,0
199475498519,1,64.0,0,1,27.32,5.0,158,0
891578325V,0,0.48,0,0,17.43,5.7,85,0
200375797513,0,72.0,0,0,27.32,6.6,90,0
861776930V,0,64.0,0,0,27.32,5.8,85,0
199586272777,0,35.0,0,0,45.43,4.0,100,0
839962194V,0,41.0,0,0,27.32,6.1,100,0
887630817V,0,65.0,0,0,27.32,6.6,159,0
198801797421,1,21.0,0,0,20.3,6.1,159,0
901417781V,1,59.0,0,0,27.32,6.2,145,0
199293572279,1,64.0,0,0,27.32,6.6,145,0
876647186V,0,11.0,0,0,27.32,5.7,90,0
859896937V,0,36.0,0,0,25.44,6.1,90,0
199166628677,0,54.0,0,0,26.34,6.2,80,0
198900223976,0,1.88,0,0,18.56,3.5,145,0
804555125V,1,47.0,0,0,28.0,3.5,90,0
750481276V,0,19.0,0,0,21.02,5.8,100,0
198836939812,1,0.72,0,0,17.66,4.5,159,0
750273775V,1,33.0,0,0,35.81,5.8,140,0
822629559V,1,48.0,1,0,31.64,5.7,155,0
727025967V,0,26.0,0,0,19.21,5.7,80,0
738554278V,0,62.0,0,0,27.32,4.5,126,0
764260671V,0,39.0,0,0,20.7,4.5,160,0
867971595V,1,77.0,0,0,24.72,6.5,100,0
916134799V,0,53.0,0,0,35.83,4.5,158,0
738139731V,0,25.0,0,0,20.36,5.0,155,0
199332419435,0,46.0,0,0,27.32,5.7,200,0
199652660338,0,32.0,0,0,27.32,4.8,100,0
802237923V,1,37.0,0,0,27.32,5.8,155,0
957184770V,0,70.0,0,0,27.32,5.8,90,0
703321797V,0,53.0,0,0,50.88,8.2,200,1
199822932586,0,80.0,0,0,28.93,6.6,200,0
959514528V,1,77.0,1,0,30.71,5.8,158,0
198577263697,1,76.0,0,0,22.01,6.6,160,0
868944380V,1,1.4,0,0,16.5,6.2,158,0
733045507V,0,0.56,0,0,16.31,4.8,130,0
198148113554,1,31.0,0,0,27.32,6.2,100,0
199823855754,1,8.0,0,0,23.27,4.0,100,0
200094617995,1,76.0,0,0,31.21,6.0,158,0
701407239V,1,50.0,0,0,35.05,5.8,160,0
924140109V,1,63.0,0,0,30.52,4.5,90,0
199488635818,0,5.0,0,0,23.2,4.0,90,0
199283137656,1,31.0,0,0,54.39,5.8,160,0
198109603422,0,29.0,0,0,26.1,3.5,158,0
781831504V,1,12.0,0,0,16.48,6.5,130,0
776100996V,0,36.0,0,0,27.32,4.8,155,0
198921192006,1,79.0,0,0,41.16,5.7,145,0
199428872898,0,8.0,0,0,14.19,4.0,90,0
199645548487,1,44.0,0,0,27.32,5.8,85,0
732498990V,0,45.0,0,0,27.32,5.8,80,0
794256174V,1,3.0,0,0,15.53,4.0,200,0
200522683494,1,43.0,0,0,21.17,6.1,100,0
199877959290,0,78.0,1,0,22.74,6.2,100,0
200064837672,1,41.0,0,0,38.54,6.2,100,0
199910837155,1,33.0,0,0,27.32,6.1,155,0
941121423V,0,46.0,0,0,26.41,5.8,140,0
198817866676,0,47.0,0,0,27.32,4.8,126,0
930612628V,0,52.0,0,0,38.76,5.8,100,0
198503160363,1,46.0,0,0,27.32,6.5,160,0
200001536449,1,44.0,0,0,27.32,5.7,140,0
870833199V,0,80.0,0,0,25.35,6.8,130,1
198311318617,0,36.0,0,0,28.22,4.0,100,0
199792375971,0,80.0,0,0,28.2,6.0,145,0
198852436709,0,80.0,0,1,27.32,4.0,158,0
877906313V,1,73.0,1,0,29.12,5.0,155,0
199024889196,0,53.0,0,0,27.32,6.6,145,0
200427071761,0,45.0,0,0,23.04,6.0,159,0
923342538V,1,52.0,0,0,27.32,6.2,126,0
703277069V,0,58.0,0,0,27.92,3.5,126,0
199836781127,1,11.0,0,0,32.67,4.8,85,0
198122867038,1,44.0,0,0,28.72,5.8,140,0
843383661V,1,75.0,1,1,27.12,9.0,126,1
710687225V,0,80.0,1,0,30.76,6.0,100,0
866061345V,1,22.0,0,0,24.15,4.5,145,0
789993002V,0,20.0,0,0,22.24,4.0,160,0
198041415854,1,56.0,0,0,27.32,5.0,90,0
199013525963,0,31.0,0,0,29.39,6.6,140,0
970620143V,0,60.0,0,0,27.32,6.1,85,0
198647048355,1,7.0,0,0,17.11,4.8,85,0
200214046719,0,6.0,0,0,14.57,6.6,200,0
198081332258,1,8.0,0,0,16.89,4.0,155,0
198252788684,1,47.0,0,0,30.08,6.2,155,1
950964989V,1,61.0,0,0,33.98,9.0,200,1
822525232V,1,35.0,1,0,34.34,4.8,130,0
199583759278,1,56.0,0,0,27.32,4.8,100,0
898045397V,0,3.0,0,0,17.2,6.0,130,0
796226990V,1,17.0,0,0,35.8,4.0,158,0
908119422V,1,25.0,0,0,27.32,6.5,158,0
198415103574,0,32.0,1,0,38.24,6.6,130,1
776897674V,1,17.0,0,0,23.41,4.8,90,0
704671981V,1,61.0,0,0,32.93,5.7,145,1
199882315553,1,23.0,0,0,27.32,6.0,80,0
199141893566,0,40.0,0,0,33.06,6.0,85,0
872220248V,0,56.0,0,0,28.36,5.8,200,0
199153896844,1,61.0,1,0,27.45,5.8,140,0
881041749V,1,33.0,0,0,29.01,6.1,126,0
817390161V,1,47.0,0,0,27.32,3.5,155,0
200496615345,1,15.0,0,0,18.16,6.6,160,0
199922102539,0,72.0,0,0,29.25,6.0,145,1
859648075V,0,55.0,0,0,25.58,5.0,200,0
774247455V,0,60.0,1,0,39.3,4.8,126,0
736237462V,0,45.0,0,0,40.29,4.8,85,0
772692197V,0,27.0,0,0,26.64,4.8,155,0
882173123V,0,31.0,0,0,20.01,6.6,145,0
199238820095,0,31.0,0,0,27.32,4.0,158,0
972374005V,1,3.0,0,0,16.74,6.1,155,0
830368269V,0,27.0,0,0,26.12,6.0,90,0
744610081V,1,37.0,0,0,30.23,6.6,80,0
200474354866,0,42.0,0,0,32.87,4.8,126,0
896106622V,0,56.0,0,0,22.95,6.6,155,0
779219412V,1,24.0,0,0,24.16,6.1,85,0
200026378862,0,48.0,1,0,20.19,5.8,159,0
199206277329,1,44.0,0,0,32.69,4.8,126,0
199282323778,1,59.0,0,0,33.1,6.5,130,0
819110516V,0,16.0,0,0,22.07,6.2,155,0
198704299272,0,80.0,0,0,17.8,6.2,155,0
199234483662,0,56.0,0,0,20.33,6.1,90,0
199632353146,0,30.0,0,0,21.97,6.2,130,0
200262609754,1,61.0,0,0,29.62,6.1,145,1
905775040V,0,60.0,0,0,27.32,4.5,90,0
753414995V,0,26.0,0,0,27.32,6.1,80,0
886399530V,1,53.0,0,0,28.41,4.8,100,0
784316545V,0,35.0,0,0,27.32,6.6,100,0
975327822V,1,54.0,0,0,22.2,6.1,80,0
759085415V,0,40.0,0,0,27.32,6.1,140,0
198839584409,0,70.0,0,0,27.32,5.7,80,0
198438234983,1,45.0,0,0,24.54,6.5,155,0
198050035933,0,45.0,0,0,27.32,6.0,200,0
198044315155,0,78.0,1,0,35.82,5.0,100,0
805524097V,0,29.0,0,0,27.39,6.6,85,0
198904963421,1,38.0,0,0,27.32,5.8,90,0
198438553382,1,68.0,1,0,37.15,4.5,130,0
199018829081,1,53.0,0,0,25.47,5.7,140,1
767128668V,0,59.0,0,0,34.97,3.5,100,0
199362969627,1,18.0,0,0,38.2,6.5,90,0
799947055V,0,38.0,0,0,23.84,5.8,85,0
198834718955,0,11.0,0,0,23.24,6.5,85,0
199869111342,1,65.0,0,1,30.41,4.8,158,0
920950772V,0,35.0,0,0,27.32,6.5,90,0
953041466V,1,72.0,0,0,34.3,5.7,280,1
198463578945,1,61.0,0,0,25.52,6.0,90,0
198951385586,1,8.0,0,0,27.32,4.8,155,0
198984049412,0,79.0,0,0,30.1,7.0,126,1
878498130V,0,54.0,0,0,27.32,6.0,158,0
199566770987,1,30.0,0,0,29.56,5.0,100,0
745192832V,1,33.0,0,0,20.64,5.0,85,0
200402110689,0,49.0,0,0,24.27,6.0,159,0
198783799117,1,21.0,0,0,21.48,4.0,80,0
964267005V,0,6.0,0,0,19.93,4.8,158,0
787557196V,0,5.0,0,0,16.42,6.2,160,0
885326944V,1,60.0,0,0,19.12,5.7,90,0
198813236359,1,43.0,0,0,35.63,6.1,158,0
198820381777,0,28.0,0,0,28.36,6.0,140,0
800767013V,0,66.0,0,0,35.41,4.0,158,0
842433131V,0,63.0,0,0,27.32,4.8,85,0
199938059547,0,61.0,0,0,34.86,4.8,158,0
753680149V,0,53.0,0,0,26.67,5.0,85,0
790506777V,0,52.0,1,0,38.59,4.0,155,0
199950228591,1,75.0,0,0,24.96,6.5,85,0
759529222V,1,23.0,0,0,30.34,5.8,155,0
878476382V,0,22.0,0,0,29.92,6.2,100,0
198851967913,0,50.0,1,0,31.55,8.8,280,1
994454437V,1,59.0,0,0,31.28,6.1,126,0
712002758V,0,43.0,0,0,36.0,4.0,100,0
793708999V,1,48.0,0,0,29.38,5.0,140,0
913213901V,0,62.0,0,0,27.14,4.8,126,0
199777056030,0,52.0,0,0,29.43,4.8,145,0
846347625V,1,37.0,0,0,30.79,6.6,80,0
818626752V,1,72.0,0,0,27.04,6.0,145,0
872936711V,0,17.0,0,0,26.4,5.7,158,0
725477558V,0,64.0,0,0,46.69,6.5,280,1
198384125123,1,54.0,0,0,27.32,6.0,145,0
199517072493,1,3.0,0,0,15.64,6.1,100,0
989407371V,0,9.0,0,0,27.32,4.0,159,0
198368196778,1,54.0,0,0,29.67,5.8,160,0
848211095V,0,40.0,0,0,49.24,5.8,90,0
199832328582,1,8.0,0,0,27.32,4.0,145,0
814865755V,0,29.0,0,0,19.0,4.8,90,0
199216697572,0,40.0,0,0,37.31,6.2,140,0
198511326048,0,39.0,0,0,27.32,5.0,140,0
788551575V,0,58.0,0,0,27.32,6.6,158,0
199466384580,0,26.0,0,0,22.52,6.0,145,0
199726084766,1,10.0,0,0,27.32,5.7,200,0
893555711V,1,27.0,0,0,27.32,5.7,85,0
832618406V,0,20.0,0,0,34.28,6.1,100,0
199684694983,0,19.0,0,0,20.03,6.2,158,0
199326104234,1,57.0,0,0,27.8,6.0,126,0
198776372878,0,68.0,0,0,27.32,5.8,85,0
199910018472,1,64.0,0,0,27.32,4.5,159,0
200053306100,0,21.0,0,0,23.77,4.0,90,0
199557278735,1,12.0,0,0,20.49,5.7,200,0
200524369129,1,80.0,0,0,41.42,6.0,260,1
200028478481,1,45.0,0,0,34.4,6.6,200,0
198730552214,1,69.0,0,0,27.32,6.0,155,1
827585399V,1,56.0,0,0,27.32,3.5,200,0
199412845504,0,42.0,0,0,27.32,6.2,145,0
200521857628,0,80.0,0,1,31.96,4.5,159,0
863989163V,1,6.0,0,0,15.37,6.0,160,0
199133371332,1,62.0,1,0,40.7,6.2,160,0
828074806V,0,69.0,0,0,24.96,6.2,80,0
199535958586,1,9.0,0,0,18.9,4.8,80,0
198163205563,1,46.0,0,0,27.32,4.5,80,0
200224560811,1,48.0,0,0,27.32,6.5,80,0
200293726246,1,16.0,0,0,27.32,5.7,90,0
199295164882,0,45.0,0,0,27.32,5.7,90,0
198502987468,0,64.0,0,0,22.94,4.0,85,0
830051711V,0,67.0,0,0,19.73,6.0,155,0
198206961919,1,51.0,0,0,10.5,4.8,100,0
722062767V,0,0.88,0,0,22.25,5.7,145,0
947069539V,1,67.0,0,0,27.32,5.8,126,0
199258274531,1,80.0,0,1,23.69,6.5,100,0
198852963408,0,63.0,0,0,27.32,6.5,130,0
200294560892,0,0.72,0,0,16.02,5.8,90,0
875677182V,0,40.0,0,0,32.9,4.0,130,0
762609710V,0,24.0,0,0,32.24,4.8,80,0
198332983726,0,2.0,0,0,14.79,5.8,158,0
200303756845,0,4.0,0,0,15.6,5.7,126,0
199072101827,0,10.0,0,0,21.73,6.5,145,0
874866454V,0,71.0,0,0,27.32,3.5,159,0
198971772365,1,9.0,0,0,27.32,5.0,158,0
806730525V,1,20.0,0,0,20.3,6.1,145,0
200238818092,1,11.0,0,0,15.0,4.8,155,0
198880038507,0,47.0,0,0,34.95,6.1,200,0
199329030369,0,37.0,0,0,26.04,4.5,159,0
700057284V,1,0.72,0,0,15.34,4.0,126,0
806998340V,1,2.0,0,0,17.17,4.0,158,0
199172647690,0,30.0,0,0,27.32,6.5,80,0
725668872V,0,67.0,0,0,27.32,4.0,158,0
198947945336,0,11.0,0,0,29.34,5.8,145,0
769428526V,0,57.0,0,0,25.24,3.5,80,0
199467989028,0,37.0,0,0,27.32,3.5,80,0
828737755V,1,73.0,1,1,42.74,7.5,140,1
200282638558,0,39.0,0,0,27.45,6.5,90,0
198656272651,1,4.0,0,0,19.69,6.0,100,0
200219400849,1,13.0,0,0,27.32,4.8,85,0
199274702989,1,33.0,0,0,34.21,6.2,200,0
911967020V,0,24.0,0,0,24.8,4.0,158,0
199228830344,0,58.0,0,0,26.01,4.5,100,0
198322063205,1,45.0,0,0,27.32,4.8,155,0
700580716V,0,58.0,0,0,22.57,3.5,158,0
198793014006,0,44.0,0,0,23.97,5.8,140,0
858231762V,0,46.0,0,0,20.75,5.7,85,0
199749074332,1,15.0,0,0,27.32,5.8,126,0
740304360V,1,80.0,1,0,27.22,4.5,85,0
764839216V,0,1.16,0,0,15.22,5.7,160,0
198517382160,1,44.0,0,0,27.32,6.0,155,0
200434109482,1,67.0,0,0,38.52,6.0,200,0
703953168V,0,72.0,0,0,27.32,3.5,130,0
199920886463,1,48.0,0,0,28.58,6.6,130,0
198970272642,0,52.0,0,0,32.1,6.2,160,0
200395918707,1,30.0,0,0,20.6,5.8,140,0
728074893V,1,33.0,0,0,27.14,4.8,100,0
199881539167,0,10.0,0,0,27.32,6.0,100,0
936646079V,0,20.0,0,0,21.38,5.8,160,0
199357768063,1,19.0,0,0,22.07,6.6,145,1
199446936912,0,3.0,0,0,22.23,5.0,90,0
986170814V,0,54.0,1,0,19.44,6.1,140,0
198251130046,0,80.0,0,0,28.61,6.2,200,0
866975246V,1,73.0,0,0,30.42,3.5,200,0
735654968V,0,38.0,0,0,28.81,6.5,200,0
883738501V,1,62.0,1,0,31.01,4.0,90,0
948609870V,0,21.0,0,0,27.29,5.0,126,0
199430081065,0,80.0,0,0,23.13,5.8,130,0
892729754V,0,36.0,0,0,27.32,6.6,130,0
200273522563,0,69.0,0,0,28.82,6.1,140,0
200578321268,1,43.0,0,0,29.05,4.8,85,0
815781819V,1,47.0,0,0,25.69,5.8,140,0
198355403249,0,35.0,0,0,27.4,6.0,90,0
199986165646,0,63.0,0,0,19.46,4.0,160,0
797150912V,0,71.0,0,0,27.32,5.7,159,0
707231930V,1,65.0,1,0,26.6,4.8,145,0
198496893809,0,34.0,0,0,33.43,5.8,85,0
200346499817,1,16.0,0,0,26.0,5.8,159,0
198207425722,1,32.0,0,0,35.84,6.0,158,0
199638709219,0,38.0,0,0,22.0,6.5,130,0
198588655420,1,67.0,0,0,29.15,4.5,90,0
198903646712,1,19.0,0,0,27.32,6.1,80,0
906562291V,1,0.8,0,0,16.76,4.0,145,0
725664182V,0,17.0,0,0,21.0,5.0,155,0
198081890587,0,44.0,0,0,24.78,4.8,85,0
995523249V,1,35.0,1,0,41.87,6.5,159,0
200418146945,0,52.0,0,0,22.51,5.0,145,0
868733411V,0,70.0,0,0,25.89,5.0,140,0
199186596437,1,47.0,0,0,32.29,6.2,155,0
970964611V,1,72.0,0,1,27.32,6.8,155,1
785229582V,1,58.0,0,0,25.92,6.1,160,0
721294973V,1,80.0,0,0,27.32,6.2,200,0
838176062V,0,37.0,0,0,27.06,5.8,130,0
709568093V,0,73.0,0,0,38.97,4.8,140,0
891852853V,0,41.0,0,0,47.4,4.0,145,0
198853212477,0,19.0,0,0,36.17,4.0,90,0
199189550601,1,20.0,0,0,29.55,6.1,126,0
768855646V,0,46.0,0,0,30.66,6.1,90,0
200541670211,1,4.0,0,0,13.93,6.5,160,0
955126925V,0,8.0,0,0,17.3,6.6,100,0
886523744V,1,72.0,0,1,27.32,4.5,100,0
929823317V,1,6.0,0,0,16.79,6.5,145,0
198935733773,1,5.0,0,0,15.57,6.1,85,0
198749920814,1,42.0,0,0,27.32,4.8,158,0
835077321V,0,80.0,0,0,27.32,5.0,200,0
199661142033,0,26.0,0,0,33.8,5.0,160,0
199722971298,1,26.0,0,0,29.92,5.8,126,0
199279334908,1,48.0,0,0,27.32,4.5,126,0
810506286V,1,80.0,0,0,27.32,5.7,155,0
742024281V,1,53.0,0,0,29.54,6.6,126,0
198850867153,0,71.0,0,0,31.23,6.2,260,1
891052948V,1,48.0,0,0,27.32,6.5,80,0
199031878996,0,59.0,0,0,28.25,6.5,130,0
199708827456,1,26.0,0,0,27.32,6.1,155,0
907321960V,0,40.0,0,0,31.0,5.7,130,0
199860384274,1,51.0,0,0,27.32,6.2,140,0
973110762V,1,4.0,0,0,14.6,5.7,126,0
199862858787,0,67.0,0,1,26.15,6.0,145,0
867428082V,1,56.0,0,0,27.32,3.5,100,0
200016318780,0,18.0,0,0,29.7,6.6,160,0
804592719V,1,70.0,0,0,27.32,3.5,85,0
975554714V,1,1.56,0,0,21.02,6.5,80,0
199467054458,1,77.0,0,0,27.32,5.0,155,0
198463653185,0,20.0,0,0,31.73,5.8,145,0
852417801V,0,40.0,0,0,27.32,4.8,159,0
845344900V,1,66.0,0,0,21.1,6.1,126,1
764682643V,0,21.0,0,0,20.81,6.6,80,0
198014429028,1,13.0,0,0,30.4,4.5,140,0
826051897V,1,76.0,0,0,25.09,3.5,80,0
198027949438,1,78.0,1,0,26.75,6.6,260,1
198113696437,1,25.0,0,0,28.68,6.6,159,0
199269304097,0,4.0,0,0,10.69,6.1,155,0
198087501385,0,22.0,0,0,22.2,4.0,126,0
914068729V,0,47.0,0,0,26.24,6.2,130,0
200077136706,0,47.0,0,0,29.64,6.6,158,0
805493368V,0,64.0,0,0,27.32,6.5,155,0
198105778386,0,48.0,1,0,49.41,6.0,126,1
805337333V,0,42.0,0,0,56.24,6.0,158,0
806888436V,0,14.0,0,0,27.32,6.2,155,0
710031452V,1,80.0,1,1,27.26,6.0,90,0
898449110V,0,67.0,1,0,36.76,5.7,85,0
882001161V,1,39.0,0,0,27.32,6.2,80,0
199192737791,1,35.0,0,0,28.8,6.6,200,0
199854098210,0,45.0,0,0,26.59,4.5,160,0
199391113156,0,37.0,0,0,33.73,6.0,140,1
733749735V,0,20.0,0,0,20.3,4.0,200,0
198034595494,0,80.0,0,0,23.56,6.0,100,0
200451786421,0,57.0,0,0,42.57,5.7,200,0
199413695198,0,42.0,0,0,23.0,6.6,80,0
200162945089,0,52.0,0,0,25.02,6.6,158,0
977974177V,0,51.0,0,0,27.88,4.5,90,0
983681699V,1,66.0,0,0,36.2,4.8,159,0
200399836924,0,29.0,0,0,24.8,5.8,130,0
199704635473,0,5.0,0,0,27.32,6.0,140,0
771847551V,0,9.0,0,0,24.88,5.8,160,0
200580708545,1,31.0,0,0,27.32,6.5,126,0
830162604V,1,36.0,0,0,26.75,3.5,200,0
198306918730,0,67.0,0,0,20.33,6.6,126,0
713385821V,0,34.0,0,0,22.95,6.5,80,0
199748119036,1,3.0,0,0,27.32,4.0,140,0
198240375118,0,78.0,0,0,24.29,6.0,130,0
198416627989,0,39.0,0,0,22.03,6.2,155,0
198814226672,0,59.0,0,0,27.32,6.2,100,0
200511894373,0,54.0,0,0,27.32,6.1,140,0
198068642023,1,27.0,0,0,27.32,5.0,85,0
198820121730,1,20.0,0,0,27.32,3.5,158,0
751872522V,0,66.0,1,0,33.04,6.8,300,1
841554266V,1,9.0,0,0,16.21,5.0,158,0
199004741158,0,64.0,0,0,27.32,5.8,145,0
917978340V,1,7.0,0,0,16.39,4.5,155,0
729999477V,1,35.0,0,0,27.26,5.8,140,0
939556993V,0,77.0,0,0,27.32,4.0,90,0
785308442V,0,1.8,0,0,16.13,6.0,126,0
954849495V,1,33.0,1,0,21.6,6.5,100,0
198494740470,0,80.0,0,0,32.71,6.0,130,1
942985392V,1,29.0,0,0,25.38,4.0,158,0
199293584250,0,70.0,0,0,20.4,6.5,100,0
720586828V,0,72.0,1,1,28.62,5.7,200,0
199939023020,0,71.0,0,0,24.19,5.8,140,0
941691833V,0,11.0,0,0,23.69,6.0,145,0
200379504321,1,71.0,0,1,25.17,6.2,100,0
198472138439,0,39.0,0,0,23.76,4.5,90,0
200478314606,1,67.0,0,1,27.32,3.5,140,0
198578184228,1,64.0,0,0,22.64,4.5,100,0
198300933792,1,5.0,0,0,27.32,6.0,160,0
198870177021,1,80.0,0,0,20.1,6.0,80,0
716989314V,0,44.0,0,0,42.35,5.0,90,0
199292983197,0,27.0,0,0,27.32,5.8,160,0
198607460356,1,76.0,0,0,27.8,5.8,145,1
811843383V,1,53.0,0,0,28.1,4.8,126,0
200238565539,0,78.0,0,0,27.32,4.0,159,0
198662570039,0,25.0,0,0,21.21,3.5,160,0
199295696809,0,80.0,0,0,30.29,4.0,80,0
820095116V,1,54.0,0,1,24.92,6.2,126,1
199358117979,0,41.0,0,0,44.93,5.8,90,0
200016110122,1,80.0,0,0,19.76,6.0,130,0
977505626V,1,64.0,0,0,27.97,6.0,158,0
857900264V,0,70.0,0,0,20.05,4.0,158,0
200252296009,1,20.0,0,0,27.32,6.2,158,0
198717013246,0,40.0,0,0,37.26,4.8,130,0
198430008842,0,25.0,0,0,42.0,6.0,100,0
924681387V,0,38.0,0,0,22.32,6.0,155,0
199356431979,1,29.0,0,0,21.14,6.5,155,0
923388353V,0,51.0,0,0,27.32,6.2,145,0
892426934V,1,35.0,0,0,29.16,6.0,130,0
200332926911,0,24.0,0,0,27.32,6.1,126,0
734710825V,1,34.0,0,0,17.44,6.5,159,0
199781387677,1,8.0,0,0,18.18,5.0,140,0
724608843V,0,39.0,0,0,29.11,4.5,126,0
750868152V,1,80.0,0,0,27.32,4.0,85,0
200540346640,0,35.0,0,0,24.53,6.6,126,0
808000909V,1,72.0,0,0,28.3,4.5,130,0
199171470247,1,2.0,0,0,19.06,6.0,145,0
749982370V,0,80.0,0,0,24.54,6.1,140,0
888705638V,1,8.0,0,0,15.62,6.1,80,0
813443852V,1,25.0,0,0,27.32,4.5,145,0
754699836V,1,60.0,0,0,27.39,6.5,200,0
198716695852,0,30.0,0,0,43.41,6.0,158,0
200220389496,0,27.0,0,0,30.21,6.8,126,1
199880480170,0,53.0,0,0,22.76,4.5,160,0
770574112V,1,29.0,0,0,26.7,5.7,155,0
715170835V,1,51.0,0,0,24.74,5.8,126,0
890914318V,1,6.0,0,0,16.7,6.0,130,0
994371042V,1,9.0,0,0,22.8,5.0,160,0
900576052V,0,64.0,0,0,27.32,5.7,90,0
199497564573,0,26.0,0,0,27.32,3.5,126,0
198080636326,1,72.0,0,0,27.32,5.7,140,1
815725009V,0,26.0,0,0,23.5,4.0,85,0
198841194214,0,61.0,0,0,27.0,6.0,140,0
198052285131,0,16.0,0,0,20.68,6.2,158,0
960369566V,0,30.0,0,0,26.62,5.8,100,0
926253206V,0,33.0,0,0,28.23,5.8,200,0
200119240256,1,71.0,0,0,27.32,6.0,155,0
200526797576,0,64.0,0,0,29.37,6.0,80,0
199680269394,0,33.0,0,0,30.87,4.0,126,0
199814499849,0,55.0,0,0,28.5,5.8,140,0
199851393342,0,5.0,0,0,21.34,5.0,200,0
820452336V,0,63.0,0,1,41.59,6.0,145,1
926796607V,1,38.0,0,0,27.32,5.7,200,0
748010802V,1,0.72,0,0,15.14,5.7,130,0
198243631224,1,13.0,0,0,18.97,4.8,100,0
911136185V,0,34.0,0,0,21.53,6.6,140,0
198260916667,1,19.0,0,0,23.71,6.5,200,0
199120272979,0,79.0,0,0,27.32,6.2,80,0
198377508146,1,42.0,0,0,24.91,5.0,140,0
199563040898,0,10.0,0,0,20.35,6.0,140,0
198606936587,0,39.0,0,0,26.92,5.8,100,0
943559884V,1,74.0,0,1,27.32,8.8,130,1
765045342V,1,68.0,1,0,26.92,4.5,145,0
