NIC,gender,age,hypertension,heart_disease,bmi,HbA1c_level,blood_glucose_level,diabetes
898838768V,1,66.0,1,0,39.88,5.7,160,1
853201242V,0,49.0,0,0,29.96,6.0,130,0
946284442V,0,61.0,0,0,27.32,6.0,145,0
198678632401,0,28.0,0,0,23.77,3.5,160,0
707842889V,1,65.0,0,0,40.31,5.0,90,0
198203613380,0,75.0,1,0,20.68,4.0,158,0
959763484V,1,4.0,0,0,27.32,5.7,90,0
199311733709,1,40.0,0,0,27.32,4.0,160,0
853821725V,0,38.0,0,0,30.93,6.6,126,0
939113750V,0,55.0,0,0,27.32,3.5,159,0
921582816V,0,1.88,0,0,17.11,6.5,80,0
200149690276,0,32.0,0,0,23.86,4.8,200,0
831879080V,1,71.0,1,1,33.01,6.1,126,1
901284339V,0,80.0,0,0,27.32,6.6,158,0
826429958V,0,31.0,0,0,25.19,4.5,145,0
199327208167,0,51.0,0,0,31.94,5.7,155,0
198180453586,1,59.0,0,1,32.8,6.2,159,0
866348775V,0,80.0,0,0,31.57,4.8,155,0
200045667554,0,29.0,0,0,19.11,5.8,90,0
200056418822,0,40.0,0,0,22.0,5.7,90,0
200184491948,1,78.0,0,0,28.51,6.5,90,0
199401886334,0,78.0,0,0,21.45,6.6,90,0
200537359057,1,24.0,0,0,30.18,5.7,140,0
200142115776,1,57.0,0,0,35.34,8.8,240,1
198258706035,0,48.0,0,0,17.89,6.1,158,0
886711921V,0,58.0,0,0,31.53,5.8,85,0
199421181230,1,0.24,0,0,11.34,4.0,158,0
854762575V,1,70.0,0,0,28.31,5.0,80,0
199087710132,1,49.0,0,0,27.32,5.8,160,0
199805963015,1,53.0,0,0,28.62,6.1,126,0
200096356136,0,80.0,1,0,27.32,6.1,85,0
198176798221,0,32.0,0,0,28.0,6.2,126,0
982433637V,0,46.0,0,0,45.31,6.5,220,1
199980361210,0,72.0,0,0,39.38,6.6,155,0
199743302232,0,71.0,0,0,29.05,4.0,145,0
868457843V,1,10.0,0,0,16.04,5.8,126,0
774357318V,0,80.0,0,0,22.74,7.5,155,1
911884411V,1,28.0,0,0,29.65,3.5,200,0
198943794379,0,5.0,0,0,14.29,6.0,158,0
198414031332,0,19.0,0,0,12.71,6.1,100,0
199469749170,0,1.32,0,0,17.26,6.2,155,0
199407324076,0,55.0,0,0,27.32,6.1,85,0
877224912V,1,1.48,0,0,17.48,3.5,140,0
198975935682,1,8.0,0,0,18.28,3.5,159,0
864947999V,1,35.0,0,0,35.64,4.0,145,0
913643824V,0,49.0,0,0,42.16,4.8,126,0
198031459126,0,80.0,0,0,26.63,4.8,126,0
198279511370,0,45.0,0,0,43.2,4.8,158,0
760253675V,1,48.0,0,0,30.21,5.0,130,0
199840676249,0,40.0,0,0,27.32,5.0,80,0
198948495322,0,36.0,0,0,27.32,5.8,160,0
199645128952,0,28.0,0,0,47.6,3.5,159,0
962872059V,0,26.0,0,0,41.7,5.8,158,0
847479362V,1,25.0,0,0,33.44,3.5,126,0
199805520203,1,71.0,0,0,35.2,6.2,140,0
200389576152,0,59.0,0,0,28.34,6.2,140,0
198340363975,0,25.0,0,0,26.02,4.0,160,0
198136673956,1,6.0,0,0,15.78,6.2,80,0
774782286V,0,16.0,0,0,17.23,3.5,85,0
827125246V,0,34.0,0,0,26.6,6.1,90,0
199888878921,1,68.0,0,0,27.32,3.5,126,0
198428298449,0,80.0,0,0,27.32,9.0,220,1
895924505V,1,37.0,0,0,27.6,6.5,80,0
199918279781,1,15.0,0,0,20.33,4.0,85,0
895947555V,0,48.0,0,0,20.95,6.1,130,0
200209290049,0,55.0,0,0,48.17,4.0,80,0
953744668V,0,63.0,1,0,35.56,6.5,200,0
850194568V,1,19.0,0,0,21.17,4.5,159,0
856343716V,1,80.0,1,0,29.15,6.2,80,0
859086150V,0,62.0,0,0,37.96,6.8,160,1
198162641485,1,79.0,0,0,27.32,4.0,159,0
200023264647,1,2.0,0,0,17.76,4.0,90,0
776046708V,0,50.0,0,0,29.39,6.0,280,1
972977912V,0,34.0,0,0,27.32,6.1,145,0
200253249949,0,54.0,1,0,30.03,5.7,200,0
198151376217,1,12.0,0,0,30.46,5.7,80,0
913439167V,0,26.0,0,0,19.37,6.2,160,0
199290788653,0,28.0,0,0,30.15,6.0,158,0
199363310485,0,54.0,0,0,36.24,4.5,145,0
825054377V,0,65.0,0,0,30.29,5.7,158,0
199309623135,0,35.0,0,0,24.79,4.0,155,0
953775608V,0,42.0,1,0,28.51,6.5,130,0
826802289V,1,21.0,0,0,22.19,5.0,158,0
198492089770,1,56.0,0,0,27.32,5.8,145,0
198619563803,1,47.0,0,0,36.15,6.2,155,0
755079726V,0,36.0,0,0,27.32,6.5,155,0
198087530487,1,17.0,0,0,22.98,4.8,200,0
199935382483,1,7.0,0,0,15.98,6.5,145,0
761303023V,0,31.0,0,0,26.94,5.7,100,0
736506354V,0,59.0,1,0,27.32,5.8,155,0
992727554V,1,8.0,0,0,17.81,6.0,90,0
200380355706,1,67.0,0,1,28.53,4.0,145,0
200021756712,0,26.0,0,0,28.27,4.8,159,0
198354187554,1,67.0,0,1,28.45,5.7,80,0
962924176V,0,20.0,0,0,22.37,6.2,155,0
985985254V,1,2.0,0,0,16.51,6.0,158,0
976577461V,0,80.0,0,0,27.32,3.5,126,0
829289921V,0,65.0,0,0,22.41,6.1,200,0
199250860447,1,43.0,0,0,27.32,6.2,126,0
199088765196,0,57.0,1,0,29.1,8.2,300,1
198354476638,1,4.0,0,0,16.79,3.5,140,0
888640913V,0,6.0,0,0,15.51,5.7,126,0
199834287492,1,51.0,0,0,27.32,4.8,159,0
862292808V,0,43.0,0,0,32.74,6.2,159,0
921810402V,0,60.0,0,0,27.32,5.0,80,0
198469835592,1,58.0,1,1,26.11,6.1,100,0
952022326V,0,56.0,0,0,32.95,5.7,145,0
859170088V,0,75.0,0,0,34.57,4.0,145,0
890636154V,0,21.0,0,0,19.99,5.0,200,0
199069382884,1,28.0,0,0,23.57,6.2,90,0
198315411533,1,9.0,0,0,15.06,4.5,100,0
842046784V,0,27.0,0,0,26.31,6.1,130,0
797004324V,1,31.0,0,0,27.32,5.0,200,0
199506232905,1,3.0,0,0,27.32,6.6,140,0
763553088V,1,35.0,0,0,26.9,4.0,155,0
198331762207,0,4.0,0,0,27.32,4.8,85,0
198665477364,1,30.0,0,0,43.35,6.0,160,0
740309928V,0,40.0,0,0,24.06,5.0,160,0
728980517V,0,22.0,0,0,27.32,3.5,85,0
199282941273,0,70.0,0,0,22.34,6.0,160,0
198642170212,0,56.0,0,0,27.32,6.2,90,0
198867475147,0,66.0,0,0,27.5,3.5,160,0
200576494215,0,39.0,0,0,27.32,4.8,159,0
199270890508,1,62.0,1,0,47.42,8.2,300,1
986891995V,0,22.0,0,0,22.65,4.8,159,0
950403069V,0,11.0,0,0,17.04,5.8,145,0
198574249133,1,30.0,0,0,24.71,6.6,145,0
857032300V,1,59.0,0,0,30.08,6.6,200,0
198943559201,0,63.0,0,0,46.45,9.0,200,1
842576768V,1,9.0,0,0,27.32,6.6,200,0
198657035667,1,39.0,0,1,28.7,6.2,80,0
199507135933,1,79.0,1,0,25.76,5.7,200,1
987746236V,1,11.0,0,0,27.32,4.0,145,0
947801635V,1,45.0,0,0,34.19,6.5,85,0
199639256865,0,44.0,0,0,27.32,6.5,140,0
987761634V,1,39.0,0,0,32.25,5.0,130,0
867547462V,0,43.0,0,0,19.73,5.7,160,0
199108592219,0,38.0,0,0,29.39,7.5,155,1
771151776V,0,55.0,0,0,28.16,3.5,159,0
906485108V,1,53.0,0,0,27.32,3.5,85,0
997567467V,1,44.0,0,0,27.32,6.5,130,0
934317965V,0,35.0,0,0,39.15,4.5,80,0
199054067712,1,18.0,0,0,65.93,6.0,200,0
923525667V,1,2.0,0,0,27.32,6.6,155,0
856434356V,0,51.0,0,0,62.72,6.5,159,0
199334338672,0,59.0,0,0,27.32,6.1,155,0
817137645V,0,17.0,0,0,25.25,4.5,100,0
199745034002,0,68.0,1,0,29.97,6.5,220,1
198644670455,1,61.0,0,0,27.32,6.0,155,0
200508012547,1,49.0,0,0,27.32,6.5,160,0
907489732V,1,71.0,0,1,21.54,5.8,260,1
199261518116,1,20.0,0,0,27.32,6.2,200,0
910125365V,0,65.0,0,0,34.14,6.1,85,0
816537279V,0,66.0,0,0,27.32,5.7,140,0
199795891969,0,14.0,0,0,27.32,6.5,145,0
902730400V,0,45.0,0,0,28.28,6.0,140,0
845916798V,0,37.0,0,0,28.5,9.0,130,1
821194333V,0,63.0,0,0,27.32,4.8,140,0
757985031V,0,50.0,1,0,41.74,6.2,126,0
977765055V,0,78.0,1,0,26.92,9.0,280,1
798963887V,0,23.0,0,0,23.0,6.6,200,0
912753748V,0,50.0,0,0,28.4,5.7,126,0
198618372307,1,0.24,0,0,17.6,5.8,200,0
881081752V,0,1.08,0,0,14.8,4.0,155,0
851077165V,0,59.0,0,0,23.72,3.5,160,0
198766484607,0,34.0,0,0,20.84,4.0,140,0
916384601V,1,2.0,0,0,23.2,6.5,160,0
709881277V,1,4.0,0,0,17.63,6.6,85,0
726819111V,0,44.0,0,0,27.32,6.0,160,0
198034040390,0,72.0,0,0,27.32,6.5,145,0
199583378315,1,12.0,0,0,33.73,6.1,85,0
791189523V,1,15.0,0,0,22.3,5.0,100,0
199490195173,0,44.0,0,0,42.82,6.0,145,0
200368526141,0,19.0,0,0,29.6,6.0,160,0
199262370157,0,28.0,0,0,32.78,6.1,85,0
199283881064,0,24.0,0,0,19.91,6.5,200,0
200545284017,0,27.0,0,0,27.32,6.2,140,0
199998410484,0,75.0,0,0,18.91,5.7,85,0
200355167617,0,49.0,0,0,26.07,5.0,158,0
716437703V,0,59.0,0,0,31.79,3.5,90,0
894710475V,0,55.0,0,0,26.85,5.7,160,0
200228602035,1,52.0,0,0,21.96,4.8,200,0
199872274854,0,7.0,0,0,27.32,4.0,140,0
909314358V,1,22.0,0,0,18.38,4.5,126,0
993524342V,0,31.0,0,0,27.32,4.8,85,0
199763893418,0,72.0,1,0,33.22,4.8,159,0
199859841616,0,23.0,0,0,20.66,5.8,160,0
870730493V,1,48.0,0,0,27.32,5.0,140,0
200236652270,1,5.0,0,0,15.06,6.0,80,0
200300384022,0,59.0,0,0,27.32,5.0,160,0
912189090V,0,24.0,0,0,21.5,6.6,100,0
199389980937,0,73.0,0,0,30.53,5.7,159,0
736291077V,0,49.0,0,0,37.6,4.0,155,0
198921047650,0,60.0,0,0,27.29,4.0,159,0
198936964894,0,48.0,0,0,27.32,6.2,145,0
954934541V,1,46.0,1,1,28.54,5.7,260,1
198535035546,1,40.0,0,0,27.32,4.0,130,0
940658111V,0,32.0,0,0,17.68,6.5,145,0
200225715849,0,67.0,0,0,27.32,5.0,200,0
718596685V,0,47.0,0,1,35.02,6.5,140,1
731210531V,0,4.0,0,0,27.32,4.0,200,0
700159337V,0,45.0,0,0,23.05,3.5,90,0
929578235V,0,70.0,0,0,27.32,4.5,159,0
717771443V,0,24.0,0,0,27.32,5.8,90,0
762584628V,1,31.0,0,0,27.32,5.8,158,0
921219498V,0,24.0,0,0,34.19,6.5,130,0
744659937V,0,35.0,0,0,21.93,6.2,200,0
198744995786,1,67.0,1,1,25.31,6.6,145,0
199896320743,1,36.0,0,0,27.32,3.5,140,0
198185935444,0,5.0,0,0,16.07,4.8,85,0
199449028899,1,49.0,0,0,27.32,6.1,130,0
884959650V,0,53.0,0,0,27.32,6.2,130,0
965468964V,0,61.0,0,0,28.02,6.1,90,0
849683944V,1,17.0,0,0,19.12,4.5,158,0
198049356810,0,26.0,0,0,27.32,5.0,158,0
898102869V,0,63.0,0,0,24.72,6.0,300,1
200019343466,0,33.0,0,0,27.65,3.5,126,0
198909359513,1,62.0,1,0,32.1,4.0,200,0
826101014V,0,58.0,0,0,27.32,6.2,126,0
200570929511,1,45.0,0,0,22.74,8.2,300,1
200038716087,0,13.0,0,0,19.72,6.6,145,0
200134532815,0,47.0,0,0,27.32,5.0,160,0
943365013V,0,80.0,0,0,27.32,5.0,145,0
199573923274,0,37.0,0,0,27.32,6.5,140,0
947094361V,0,68.0,0,0,26.57,6.2,145,0
200394185697,1,28.0,0,0,24.6,4.5,160,0
702871143V,0,74.0,0,0,27.32,5.8,159,0
198448818566,1,80.0,1,1,22.94,4.8,80,0
200553523453,1,63.0,1,0,27.32,6.0,100,0
822269861V,1,4.0,0,0,14.92,4.0,126,0
198398442401,1,72.0,0,0,38.63,6.0,80,0
771919520V,0,24.0,0,0,32.0,6.2,126,0
890060026V,0,4.0,0,0,14.75,6.2,85,0
199400106138,1,61.0,0,0,29.58,6.5,159,0
200548872451,1,68.0,0,0,27.32,6.2,145,0
708411319V,0,41.0,0,0,18.78,6.1,85,0
737573831V,0,42.0,0,0,22.31,5.7,155,0
981088647V,0,3.0,0,0,20.01,6.5,140,0
922790926V,0,0.24,0,0,15.01,6.0,100,0
198821891848,0,59.0,0,0,27.32,6.6,145,0
809499286V,0,11.0,0,0,30.88,5.0,85,0
199418813683,1,13.0,0,0,17.68,6.1,90,0
877031524V,0,80.0,0,0,27.32,4.8,126,0
200021434129,0,67.0,0,0,33.44,6.6,130,0
198409562578,1,41.0,0,0,23.57,3.5,158,0
872107926V,0,37.0,0,0,31.95,6.1,158,0
782152402V,1,50.0,0,0,27.32,5.7,160,0
904537774V,0,14.0,0,0,21.95,6.1,130,0
198201949236,0,55.0,0,0,18.77,6.6,90,0
919659752V,0,40.0,0,0,24.81,5.0,90,0
199842028781,1,38.0,0,0,22.82,6.6,145,0
200182812808,1,42.0,0,0,27.39,5.8,155,0
198206327983,0,51.0,0,0,25.77,3.5,90,0
199943674071,1,48.0,0,0,27.32,6.5,145,0
873641040V,0,26.0,0,0,22.03,4.0,158,0
200270749190,1,65.0,1,0,43.41,8.8,300,1
199515692577,0,49.0,0,1,25.74,6.6,160,0
200524819483,0,42.0,0,0,37.5,5.8,280,1
717130793V,0,41.0,0,0,42.83,6.5,140,1
749591606V,1,44.0,0,0,31.74,6.5,140,0
716971313V,0,23.0,0,0,27.32,6.1,140,0
200001903550,0,1.64,0,0,15.7,5.0,140,0
973489487V,0,62.0,0,0,27.32,6.6,90,0
198248507898,1,69.0,0,1,26.14,9.0,145,1
198044510819,0,38.0,0,0,24.29,6.1,80,0
714756409V,1,33.0,0,0,29.29,4.0,158,0
935732973V,1,69.0,0,0,27.58,5.0,200,0
200168233183,0,61.0,0,0,30.37,3.5,100,0
883829637V,0,38.0,0,0,27.32,5.8,80,0
824789452V,1,47.0,0,0,30.15,6.2,155,0
768368194V,0,67.0,0,0,26.46,5.8,90,0
962759511V,0,80.0,0,0,27.85,3.5,126,0
198981509790,1,56.0,0,0,27.32,6.8,280,1
871384198V,0,49.0,0,0,30.09,6.0,100,0
198836291785,0,15.0,0,0,19.6,5.8,90,0
738223440V,1,64.0,0,0,27.32,5.8,158,0
971498156V,1,34.0,0,0,23.14,4.8,126,0
958271460V,0,40.0,0,0,27.32,6.0,155,0
978605378V,1,68.0,0,0,21.78,6.1,155,1
199691401489,0,39.0,0,0,32.21,6.0,200,0
954598891V,0,30.0,0,0,25.66,6.0,85,0
200320980292,0,22.0,0,0,19.42,4.0,200,0
199627981929,0,59.0,0,0,41.69,5.7,100,0
894856682V,1,74.0,0,0,27.32,3.5,155,0
198932182266,0,80.0,1,0,27.32,5.8,85,0
200449081394,0,15.0,0,0,13.78,6.0,80,0
935359802V,0,56.0,0,1,27.32,6.5,80,0
888103720V,0,80.0,0,0,27.32,4.5,85,0
899746958V,1,36.0,0,0,30.38,6.5,90,0
753779136V,0,61.0,0,0,27.32,4.8,145,0
977116629V,0,62.0,1,0,36.84,5.7,159,0
198914306047,1,30.0,0,0,35.9,4.5,100,0
199845192832,1,46.0,0,0,40.9,6.5,159,0
199852777772,1,80.0,0,0,27.32,4.5,155,0
839072985V,1,68.0,1,0,55.33,4.5,200,0
812215908V,0,59.0,1,0,33.2,6.6,280,1
199783333509,0,77.0,0,0,28.42,3.5,100,0
917575136V,0,27.0,0,0,33.29,6.5,90,0
199994420759,0,3.0,0,0,19.27,5.7,155,0
199108045545,1,46.0,0,0,29.21,4.8,85,0
199165055622,0,28.0,0,0,28.19,6.0,90,0
829178135V,1,25.0,0,0,20.9,6.0,140,0
871449939V,0,35.0,0,0,21.0,3.5,126,0
200164160468,1,32.0,0,0,35.66,5.8,158,0
199925824165,1,80.0,0,0,26.25,8.2,130,1
198040290506,1,60.0,1,0,27.32,8.2,220,1
198251103922,1,42.0,0,0,25.4,6.6,100,0
200490763512,0,54.0,0,0,27.32,6.5,159,0
198243468850,1,43.0,0,0,29.56,6.6,140,0
198319768431,1,52.0,0,0,27.34,4.5,145,0
198876405215,1,54.0,0,0,35.47,9.0,159,1
199861852354,1,48.0,0,1,30.13,5.8,158,0
851886922V,0,25.0,0,0,27.88,4.0,145,0
199867384615,0,65.0,0,0,24.59,6.2,145,0
806084160V,0,59.0,0,1,30.22,4.8,200,0
767334752V,0,36.0,0,0,27.46,3.5,80,0
818685429V,0,76.0,1,0,36.03,4.0,90,0
199092230006,1,51.0,0,0,23.1,4.0,145,0
199166342847,0,37.0,0,0,30.31,4.8,100,0
727516867V,1,49.0,0,0,42.11,5.0,130,0
792824654V,0,4.0,0,0,15.8,4.5,100,0
198652305770,0,39.0,0,0,31.22,4.8,130,0
869641595V,0,33.0,0,0,24.46,6.0,158,0
200380745052,0,33.0,0,0,22.38,6.1,145,0
727561282V,1,45.0,0,0,27.32,5.8,145,0
198878596051,0,17.0,0,0,38.15,5.8,158,0
199817284896,0,41.0,0,0,26.23,5.8,140,0
198715046518,0,27.0,0,0,25.22,6.2,80,0
199728989706,1,35.0,0,0,31.01,4.8,130,0
974663879V,1,80.0,0,1,30.36,6.2,280,1
198695288358,0,14.0,0,0,16.78,6.1,145,0
911427642V,1,73.0,1,1,26.78,6.0,80,0
835195273V,1,77.0,0,1,27.36,6.1,159,0
868202971V,1,32.0,0,0,27.32,6.2,100,0
829602127V,1,73.0,0,0,22.97,4.8,200,0
705377925V,1,20.0,0,0,27.32,5.7,200,0
199702799874,1,52.0,0,0,25.42,6.0,85,0
199701761217,0,26.0,0,0,36.27,6.2,159,0
199383828568,0,61.0,1,0,27.32,8.8,159,1
913777926V,0,69.0,0,0,38.77,5.8,155,0
772640395V,0,37.0,0,0,20.1,3.5,90,0
198908878117,0,32.0,0,0,24.7,6.0,126,0
199838044957,1,51.0,0,0,25.6,6.5,158,0
887367376V,0,36.0,0,0,22.57,5.7,160,0
200123779391,0,66.0,0,0,20.77,4.8,100,0
922120954V,1,23.0,0,0,27.32,5.8,158,0
198257692978,0,25.0,0,0,36.34,4.8,85,0
900220500V,0,45.0,0,0,27.32,5.8,158,0
200395026485,0,38.0,0,0,27.32,5.8,200,0
198442079771,0,63.0,0,0,27.32,6.6,145,0
760667014V,1,60.0,0,0,19.21,4.0,140,0
818173465V,0,21.0,0,0,20.0,5.7,85,0
200033214980,0,24.0,0,0,21.88,3.5,200,0
988737973V,0,28.0,0,0,31.1,5.8,160,0
198115199668,1,38.0,0,0,34.96,5.0,155,0
199834822568,0,48.0,0,0,45.09,3.5,155,0
199515931462,0,27.0,0,0,21.87,4.8,145,0
200177761139,0,56.0,0,0,39.2,4.0,145,0
916006191V,1,43.0,0,0,34.4,4.5,158,0
805613610V,1,30.0,0,0,27.32,6.5,80,0
844693810V,1,46.0,0,0,29.06,6.0,155,0
200586039651,0,56.0,0,0,27.32,6.6,158,0
815955186V,0,40.0,0,0,27.32,3.5,159,0
198685389059,1,4.0,0,0,27.32,6.1,145,0
198630751585,0,22.0,0,0,27.32,5.0,140,0
200550793236,0,58.0,0,0,30.72,3.5,159,0
198230240106,0,69.0,1,1,39.17,6.6,300,1
951142820V,0,45.0,0,0,27.32,3.5,140,0
982620265V,0,18.0,0,0,22.41,6.1,85,0
200274121384,1,47.0,0,0,28.75,5.0,158,0
857737085V,0,5.0,0,0,17.11,5.8,140,0
198716062968,1,69.0,1,0,27.32,4.8,140,0
198733552556,0,49.0,0,0,27.32,4.5,140,0
926454043V,0,6.0,0,0,14.71,6.5,80,0
199090272171,0,77.0,0,0,33.69,6.0,100,0
198173513672,0,46.0,0,0,23.84,6.2,90,0
199460290988,1,39.0,0,0,27.32,6.6,130,0
797405517V,0,48.0,0,0,26.66,5.0,80,0
199962363661,1,37.0,0,0,27.32,5.8,80,0
200442036990,0,49.0,0,0,37.02,4.5,158,0
199437965171,1,80.0,0,0,26.31,5.0,158,0
199532971296,0,42.0,0,0,44.31,4.5,130,0
828375226V,1,28.0,0,0,24.17,4.5,200,0
199471744211,0,2.0,0,0,14.84,6.5,200,0
758706197V,0,61.0,0,1,31.63,6.5,200,1
200255221472,0,68.0,0,0,27.32,4.8,160,0
198397009649,1,8.0,0,0,16.82,4.0,100,0
200243811072,0,44.0,0,0,23.41,4.5,126,0
800305748V,1,56.0,0,0,37.68,6.1,158,0
200143875842,0,33.0,0,0,22.4,5.7,126,0
199138870096,1,5.0,0,0,14.1,5.7,80,0
987781712V,0,15.0,0,0,30.91,5.8,90,0
852436483V,1,21.0,0,0,27.32,3.5,159,0
957951976V,0,54.0,0,0,27.32,5.8,100,0
200439382549,0,42.0,0,0,32.44,4.0,155,0
198647330675,0,80.0,1,0,27.32,6.1,100,0
843397707V,1,17.0,0,0,18.85,4.5,100,0
895712856V,0,13.0,0,0,21.72,4.5,130,0
198600128975,1,31.0,0,0,20.45,6.5,155,0
198963826582,0,7.0,0,0,13.31,6.0,159,0
199682030784,0,17.0,0,0,20.11,3.5,85,0
931884580V,0,28.0,0,0,24.87,5.8,200,0
198004888674,0,34.0,0,0,27.39,6.5,85,0
199967623894,1,64.0,0,0,42.42,6.5,145,1
198597286987,0,80.0,0,0,27.32,4.8,80,0
198206851537,1,25.0,0,0,38.63,6.2,130,0
199412147659,1,15.0,0,0,28.28,6.1,85,0
889283138V,0,53.0,0,0,26.33,6.5,90,0
199947668862,0,10.0,0,0,17.2,5.7,155,0
823720622V,0,23.0,0,0,21.52,4.5,80,0
760700812V,0,22.0,0,0,39.22,6.0,130,0
198263989766,0,5.0,0,0,16.2,6.1,100,0
747402353V,1,13.0,0,0,17.43,4.0,85,0
200467501499,1,73.0,1,0,26.26,4.5,100,0
842463548V,1,48.0,0,0,23.71,3.5,130,0
967178609V,0,33.0,0,0,29.6,6.1,80,0
922002780V,1,79.0,0,0,32.66,5.7,85,0
932064367V,1,36.0,0,0,32.98,6.6,160,0
991714202V,0,55.0,0,0,24.62,6.6,158,0
198421497293,0,60.0,1,0,33.69,5.8,145,1
198894240356,0,55.0,0,0,24.0,6.5,159,0
198244902707,1,67.0,1,0,30.38,6.5,159,1
722994218V,1,4.0,0,0,27.32,5.7,159,0
199887855099,1,37.0,1,0,27.32,8.8,145,1
200404077542,0,19.0,0,0,24.05,6.6,145,0
199705846273,1,51.0,0,0,17.37,5.7,90,0
199593329693,1,46.0,1,0,43.41,7.0,126,1
199142228221,1,60.0,0,0,29.93,5.7,90,0
198054194231,0,52.0,0,0,27.32,5.8,80,0
199554185271,0,20.0,0,0,27.32,4.8,145,0
996849825V,1,36.0,0,0,27.32,4.0,155,0
198466472580,0,69.0,0,0,25.99,5.8,90,0
200064380048,0,63.0,0,0,22.84,6.0,100,0
198302173141,1,36.0,0,0,27.32,6.5,85,0
198843314790,1,22.0,0,0,27.32,6.6,158,0
198900817700,1,45.0,1,0,35.87,6.1,130,0
772907752V,0,44.0,0,0,32.8,5.7,85,0
200478280588,1,61.0,1,1,32.23,6.6,140,0
979332843V,1,33.0,0,0,27.32,3.5,140,0
198459552882,0,77.0,0,0,28.08,5.8,159,0
914258695V,1,27.0,0,0,28.59,6.1,160,0
882064945V,0,31.0,0,0,20.62,4.8,130,0
854846812V,0,33.0,0,0,35.87,6.2,126,0
198663906340,1,35.0,1,0,27.32,5.0,159,0
200034159834,1,1.72,0,0,28.77,3.5,90,0
971009942V,0,57.0,0,0,21.32,5.8,160,0
771354270V,0,70.0,0,0,27.32,6.2,200,0
200391041490,0,25.0,0,0,37.45,5.7,145,0
200268597709,1,80.0,0,0,26.13,5.0,140,0
198928166835,0,60.0,0,0,35.48,6.5,158,0
827775891V,0,32.0,0,0,24.96,6.5,100,0
198771875132,1,28.0,0,0,30.09,6.1,155,0
199061607215,1,80.0,1,0,26.95,4.5,158,0
810481976V,0,36.0,0,0,31.86,5.0,155,0
200149357138,0,78.0,0,0,27.7,6.5,300,1
807314343V,1,8.0,0,0,17.25,4.8,100,0
948579980V,1,34.0,0,0,38.11,6.5,158,0
854618002V,1,26.0,0,0,26.04,6.1,160,0
198899212687,1,38.0,0,0,45.6,4.5,100,0
198970888560,0,20.0,0,0,21.88,5.8,155,0
907681881V,0,55.0,0,0,33.12,5.0,140,0
199000813444,1,69.0,1,1,36.1,6.1,126,1
198719014593,0,59.0,0,0,24.25,5.7,158,0
198052441771,0,72.0,0,0,33.4,6.6,140,0
860456287V,0,57.0,0,0,27.32,5.7,140,0
199094658781,0,69.0,0,0,28.68,6.6,100,0
199418128824,0,3.0,0,0,17.7,6.1,159,0
947825591V,0,53.0,0,0,36.45,5.0,126,0
199235299339,0,18.0,0,0,24.69,5.0,126,0
198814446228,1,43.0,1,0,44.79,5.8,126,1
778187355V,1,58.0,0,1,32.61,7.5,159,1
752368804V,1,5.0,0,0,19.47,6.2,159,0
199004693042,1,67.0,0,0,38.93,5.8,158,0
715011609V,1,26.0,0,0,29.99,6.1,160,0
198049186670,1,48.0,0,0,27.32,6.6,159,0
779834318V,0,64.0,1,1,31.62,7.5,145,1
847703339V,0,38.0,0,0,20.89,6.1,145,0
904369335V,0,54.0,0,0,29.93,4.0,145,0
198256022411,0,24.0,0,0,23.25,4.5,145,0
979654404V,1,2.0,0,0,17.46,4.5,126,0
199468370805,0,10.0,0,0,22.67,3.5,160,0
913055450V,1,45.0,0,0,28.43,4.8,100,0
831295926V,0,32.0,0,0,27.32,6.5,85,0
200588385308,1,26.0,0,0,27.99,3.5,159,0
198630360446,0,26.0,0,0,16.35,4.8,140,0
199880601291,0,80.0,0,0,22.2,4.8,100,0
199342949254,1,59.0,0,0,27.32,6.5,260,1
801395531V,1,59.0,1,0,25.89,6.5,155,0
200132430427,1,56.0,0,0,35.63,6.0,126,0
200305255185,1,14.0,0,0,25.72,6.1,126,0
870102935V,0,26.0,0,0,47.29,4.0,155,0
199427382285,1,62.0,0,0,31.96,8.8,155,1
949990622V,0,21.0,0,0,27.32,3.5,100,0
844726948V,1,50.0,0,0,37.38,7.5,280,1
198356015683,1,63.0,0,0,29.44,6.6,145,0
750953750V,1,65.0,0,0,27.27,4.5,158,0
940389427V,0,22.0,0,0,26.25,6.1,100,0
940466260V,0,68.0,0,0,39.58,6.2,280,1
198006857872,0,60.0,0,0,51.68,4.8,200,0
199358880210,0,27.0,0,0,27.32,6.0,158,0
981672138V,0,78.0,0,0,43.75,6.2,260,1
198544406983,0,48.0,0,0,22.21,6.6,160,0
850426889V,1,57.0,1,0,31.13,8.8,220,1
717600461V,0,4.0,0,0,16.35,6.2,130,0
983864474V,1,47.0,0,0,27.44,5.7,90,0
198565789287,0,75.0,0,0,32.34,7.5,260,1
751434939V,0,32.0,0,0,43.09,5.8,260,1
862121514V,0,80.0,0,0,46.17,6.6,160,0
861076770V,1,60.0,0,0,34.66,8.8,300,1
873421129V,0,31.0,0,0,29.8,6.2,100,0
199085604469,1,13.0,0,0,29.38,4.5,155,0
974961433V,0,47.0,0,0,24.71,4.8,130,0
954871664V,1,47.0,0,0,25.23,6.2,126,0
198889555282,0,70.0,0,0,22.68,5.8,85,0
200523116072,1,7.0,0,0,18.44,6.5,126,0
799390341V,1,52.0,0,0,23.72,4.5,126,0
